portfolio_category,index,display_title,display_description,source_title,source_description,portfolio_caption,summary_description,thumbnail_url,platform,watch_url,portfolio_page_url,source_author,video_id,embed_url,source_metadata_status
GAME MONTAGE/VIDOCS,6,Bungie ViDoc – Destiny 2: Forsaken,"‘Destiny 2: Forsaken’ is a brand new story in which a jailbreak sets you on a hunt across a lawless frontier. This major expansion begins with the second year of Destiny 2. In Year 2, every player will find new ways to reinforce their hobby as a Guardian as they collect gear and track their accomplishments. Learn what the development team has in store for you in their own words. FOLLOW DESTINY: Twitter: https://www.twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame Facebook: https://www.facebook.com/DestinyTheGame FOLLOW BUNGIE: Twitter: https://www.twitter.com/bungie Instagram: https://www.instagram.com/bungie/ Facebook: https://www.facebook.com/Bungie/",Bungie ViDoc – Destiny 2: Forsaken,"‘Destiny 2: Forsaken’ is a brand new story in which a jailbreak sets you on a hunt across a lawless frontier. This major expansion begins with the second year of Destiny 2. In Year 2, every player will find new ways to reinforce their hobby as a Guardian as they collect gear and track their accomplishments. Learn what the development team has in store for you in their own words. FOLLOW DESTINY: Twitter: https://www.twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame Facebook: https://www.facebook.com/DestinyTheGame FOLLOW BUNGIE: Twitter: https://www.twitter.com/bungie Instagram: https://www.instagram.com/bungie/ Facebook: https://www.facebook.com/Bungie/",Bungie ViDoc – Destiny 2: Forsaken,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent.",https://i.ytimg.com/vi/vQDH-3Hu4PI/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=vQDH-3Hu4PI,https://zbutcher.myportfolio.com/game-montages,Bungie,vQDH-3Hu4PI,https://www.youtube.com/embed/vQDH-3Hu4PI,HTTP 200
GAME MONTAGE/VIDOCS,7,Destiny 2 Gameplay Premiere – The Next Adventure,"The Bungie team presents the next chapter of your journey. As a new enemy attacks our home, Guardians will be driven back into the wild. Before we can reunite our forces and fight back, we’ll need to acquire new weapons and master new forms of power. FOLLOW BUNGIE: Facebook: https://www.facebook.com/Bungie/ Twitter: https://www.twitter.com/bungie Instagram: https://www.instagram.com/bungie/ FOLLOW DESTINY: Facebook: https://www.facebook.com/DestinyTheGame Twitter: https://www.twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame",Destiny 2 Gameplay Premiere – The Next Adventure,"The Bungie team presents the next chapter of your journey. As a new enemy attacks our home, Guardians will be driven back into the wild. Before we can reunite our forces and fight back, we’ll need to acquire new weapons and master new forms of power. FOLLOW BUNGIE: Facebook: https://www.facebook.com/Bungie/ Twitter: https://www.twitter.com/bungie Instagram: https://www.instagram.com/bungie/ FOLLOW DESTINY: Facebook: https://www.facebook.com/DestinyTheGame Twitter: https://www.twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame",Destiny 2: Official Gameplay World Premiere,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent.",https://i.ytimg.com/vi/Voa2nhxSjlc/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=Voa2nhxSjlc,https://zbutcher.myportfolio.com/game-montages,Bungie,Voa2nhxSjlc,https://www.youtube.com/embed/Voa2nhxSjlc,HTTP 200
GAME MONTAGE/VIDOCS,8,Official Destiny 2 PC ViDoc: A Whole New World,"When our team at Bungie decided to bring Destiny 2 to the PC, they knew it would be a big challenge. To get it right, they focused on nailing the feel of gameplay on keyboard and mouse, delivering a customizable experience with uncapped framerate, and making sure PC players would feel right at home. New Legends Will Rise on October 24, exclusively on Blizzard Battle.net. https://us.shop.battle.net/en-us/product/destiny2 FOLLOW DESTINY: Facebook: https://www.facebook.com/DestinyTheGame Twitter: https://www.twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame FOLLOW BUNGIE: Facebook: https://www.facebook.com/Bungie/ Twitter: https://www.twitter.com/bungie Instagram: https://www.instagram.com/bungie/",Official Destiny 2 PC ViDoc: A Whole New World,"When our team at Bungie decided to bring Destiny 2 to the PC, they knew it would be a big challenge. To get it right, they focused on nailing the feel of gameplay on keyboard and mouse, delivering a customizable experience with uncapped framerate, and making sure PC players would feel right at home. New Legends Will Rise on October 24, exclusively on Blizzard Battle.net. https://us.shop.battle.net/en-us/product/destiny2 FOLLOW DESTINY: Facebook: https://www.facebook.com/DestinyTheGame Twitter: https://www.twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame FOLLOW BUNGIE: Facebook: https://www.facebook.com/Bungie/ Twitter: https://www.twitter.com/bungie Instagram: https://www.instagram.com/bungie/",Official Destiny 2 PC ViDoc: A Whole New World,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent.",https://i.ytimg.com/vi/Ujln3hGw-E0/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=Ujln3hGw-E0,https://zbutcher.myportfolio.com/game-montages,Bungie,Ujln3hGw-E0,https://www.youtube.com/embed/Ujln3hGw-E0,HTTP 200
GAME MONTAGE/VIDOCS,9,Official Destiny: Rise of Iron – Forged in Fire ViDoc,"Get an in-depth look at Destiny: Rise of Iron with the Bungie team. Join Lord Saladin, fight the growing threat in the Plaguelands and earn your place amongst the Iron Lords. Destiny: Rise of Iron launches on September 20th, 2016. Pre-order and receive the black and silver Iron Gjallarhorn exotic rocket launcher and Iron Gjallarwing sparrow: https://www.destinythegame.com/wheretobuy FOLLOW DESTINY: Facebook: https://www.facebook.com/DestinyTheGame Twitter: https://twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame FOLLOW BUNGIE: Facebook: https://www.facebook.com/Bungie/ Twitter: https://twitter.com/bungie Instagram: https://www.instagram.com/bungie/",Official Destiny: Rise of Iron – Forged in Fire ViDoc,"Get an in-depth look at Destiny: Rise of Iron with the Bungie team. Join Lord Saladin, fight the growing threat in the Plaguelands and earn your place amongst the Iron Lords. Destiny: Rise of Iron launches on September 20th, 2016. Pre-order and receive the black and silver Iron Gjallarhorn exotic rocket launcher and Iron Gjallarwing sparrow: https://www.destinythegame.com/wheretobuy FOLLOW DESTINY: Facebook: https://www.facebook.com/DestinyTheGame Twitter: https://twitter.com/destinythegame Instagram: https://www.instagram.com/destinythegame FOLLOW BUNGIE: Facebook: https://www.facebook.com/Bungie/ Twitter: https://twitter.com/bungie Instagram: https://www.instagram.com/bungie/",Destiny: Rise Of Iron - Forged in Fire ViDoc,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent.",https://i.ytimg.com/vi/nu_CSHegu5s/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=nu_CSHegu5s,https://zbutcher.myportfolio.com/game-montages,Destiny 2,nu_CSHegu5s,https://www.youtube.com/embed/nu_CSHegu5s,HTTP 200
GAME MONTAGE/VIDOCS,10,Official Destiny: The Taken King ViDoc – No Legend Is Safe,"The Bungie team unveils their latest project, in this first look ViDoc, Destiny: The Taken King, highlighting a new threat to our solar system – Oryx and his army of corrupted Taken – and the devastating new powers Guardians will earn in order to stand up to this new challenge. Destiny: The Taken King launches on September 15th, 2015. Learn more about Destiny: The Taken King and pre-order the Legendary and Collector’s Editions at http://www.destinythegame.com/taken-king. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",Official Destiny: The Taken King ViDoc – No Legend Is Safe,"The Bungie team unveils their latest project, in this first look ViDoc, Destiny: The Taken King, highlighting a new threat to our solar system – Oryx and his army of corrupted Taken – and the devastating new powers Guardians will earn in order to stand up to this new challenge. Destiny: The Taken King launches on September 15th, 2015. Learn more about Destiny: The Taken King and pre-order the Legendary and Collector’s Editions at http://www.destinythegame.com/taken-king. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",Official Destiny ViDoc: The Taken King - No Legend is Safe,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent.",https://i.ytimg.com/vi/qOzF4D6EdiY/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=qOzF4D6EdiY,https://zbutcher.myportfolio.com/game-montages,Destiny 2,qOzF4D6EdiY,https://www.youtube.com/embed/qOzF4D6EdiY,HTTP 200
GAME MONTAGE/VIDOCS,11,Official Destiny Expansion I: The Dark Below Preview,"Explore what waits in The Dark Below. Expand your Destiny adventure with a wealth new weapons, armor, and gear earned in new story quests and missions. Throw down in three new competitive multiplayer arenas. Form a Fireteam and take on new cooperative challenges, including a brand new six-player Raid. Buy the Destiny Expansion Pass - http://www.destinythegame.com/wheretobuy?bundle=expansionPass Learn more about Expansion I: The Dark Below - http://www.destinythegame.com/expansions/expansion-one",Official Destiny Expansion I: The Dark Below Preview,"Explore what waits in The Dark Below. Expand your Destiny adventure with a wealth new weapons, armor, and gear earned in new story quests and missions. Throw down in three new competitive multiplayer arenas. Form a Fireteam and take on new cooperative challenges, including a brand new six-player Raid. Buy the Destiny Expansion Pass - http://www.destinythegame.com/wheretobuy?bundle=expansionPass Learn more about Expansion I: The Dark Below - http://www.destinythegame.com/expansions/expansion-one",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/6saWAcGizxU/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=6saWAcGizxU,https://zbutcher.myportfolio.com/game-montages,Destiny 2,6saWAcGizxU,https://www.youtube.com/embed/6saWAcGizxU,HTTP 200
GAME MONTAGE/VIDOCS,12,Destiny: Official E3 Gameplay Experience Trailer,"Bungie co-founder, Jason Jones, details everything you need to know about Destiny. Destiny's Public Beta begins on July 17th, and launches worldwide on September 9th, 2014. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",Destiny: Official E3 Gameplay Experience Trailer,"Bungie co-founder, Jason Jones, details everything you need to know about Destiny. Destiny's Public Beta begins on July 17th, and launches worldwide on September 9th, 2014. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/LIxxsw7TNd4/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=LIxxsw7TNd4,https://zbutcher.myportfolio.com/game-montages,Destiny 2,LIxxsw7TNd4,https://www.youtube.com/embed/LIxxsw7TNd4,HTTP 200
GAME MONTAGE/VIDOCS,13,Reveal Trailer - Official Destiny ViDoc: Pathways Out of Darkness,"After a long period of darkness, Bungie is ready to unveil its new universe filled with mystery, adventure, and action. For the first time, the team -- including studio co-founder and project director Jason Jones -- talks about its vision, and the creative process behind Destiny, Bungie's most ambitious project yet. To learn more visit: Official Destiny website: http://www.destinythegame.com/ Destiny on Facebook: https://www.facebook.com/DestinyTheGame Destiny on Twitter: https://twitter.com/destinythegame Destiny on Google+: https://plus.google.com/114509186159678094440/",Reveal Trailer - Official Destiny ViDoc: Pathways Out of Darkness,"After a long period of darkness, Bungie is ready to unveil its new universe filled with mystery, adventure, and action. For the first time, the team -- including studio co-founder and project director Jason Jones -- talks about its vision, and the creative process behind Destiny, Bungie's most ambitious project yet. To learn more visit: Official Destiny website: http://www.destinythegame.com/ Destiny on Facebook: https://www.facebook.com/DestinyTheGame Destiny on Twitter: https://twitter.com/destinythegame Destiny on Google+: https://plus.google.com/114509186159678094440/",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/EwOUi4JDC4o/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=EwOUi4JDC4o,https://zbutcher.myportfolio.com/game-montages,Destiny 2,EwOUi4JDC4o,https://www.youtube.com/embed/EwOUi4JDC4o,HTTP 200
GAME MONTAGE/VIDOCS,14,Out Here in the Wild - Official Destiny ViDoc,"Delve deeper into the world of Destiny with the Bungie team to discover more ways to become legend on this new adventure. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",Out Here in the Wild - Official Destiny ViDoc,"Delve deeper into the world of Destiny with the Bungie team to discover more ways to become legend on this new adventure. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/Y1OjUWw43co/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=Y1OjUWw43co,https://zbutcher.myportfolio.com/game-montages,Destiny 2,Y1OjUWw43co,https://www.youtube.com/embed/Y1OjUWw43co,HTTP 200
GAME MONTAGE/VIDOCS,15,O Brave New World,"To cap off Bungie's 20th Anniversary festivities, the team has assembled a near hour long documentary covering the studio's past, present, and future. Featuring insight from the team -- including their ever illusive Creative Director, Jason Jones -- and interviews from key industry veterans and luminaries, \""O Brave New World\"" is both a celebration of Bungie's legacy and a love letter to the community of gamers who have embraced Bungie's games for two incredible decades.",O Brave New World,"To cap off Bungie's 20th Anniversary festivities, the team has assembled a near hour long documentary covering the studio's past, present, and future. Featuring insight from the team -- including their ever illusive Creative Director, Jason Jones -- and interviews from key industry veterans and luminaries, \""O Brave New World\"" is both a celebration of Bungie's legacy and a love letter to the community of gamers who have embraced Bungie's games for two incredible decades.",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/OtG6--4r_qk/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=OtG6--4r_qk,https://zbutcher.myportfolio.com/game-montages,Bungie,OtG6--4r_qk,https://www.youtube.com/embed/OtG6--4r_qk,HTTP 200
GAME MONTAGE/VIDOCS,16,Official Destiny Gameplay Reveal Video,"Bungie revealed Destiny gameplay live for the first time at E3 2013. Pre-order now at http://www.destinythegame.com/wheretobuy. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",Official Destiny Gameplay Reveal Video,"Bungie revealed Destiny gameplay live for the first time at E3 2013. Pre-order now at http://www.destinythegame.com/wheretobuy. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie). Visit www.destinythegame.com or www.bungie.net to learn more.",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/gIp7vZuYzoA/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=gIp7vZuYzoA,https://zbutcher.myportfolio.com/game-montages,Destiny 2,gIp7vZuYzoA,https://www.youtube.com/embed/gIp7vZuYzoA,HTTP 200
GAME MONTAGE/VIDOCS,17,Official Destiny Strike Gameplay: The Devils' Lair,"Beneath the ruins of the Cosmodrome, in the shadow of an old colony ship, we've located the House of Devils' lair. Fight the Fallen, burn back the Hive, and clear a path that leads straight into E3, Beta, and beyond. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy. Visit www.destinythegame.com or www.bungie.net to learn more. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie).",Official Destiny Strike Gameplay: The Devils' Lair,"Beneath the ruins of the Cosmodrome, in the shadow of an old colony ship, we've located the House of Devils' lair. Fight the Fallen, burn back the Hive, and clear a path that leads straight into E3, Beta, and beyond. Pre-Order Destiny to gear up for day one with exclusive, early access to Vanguard weapons and gear and a Vanguard player emblem. http://www.destinythegame.com/wheretobuy. Visit www.destinythegame.com or www.bungie.net to learn more. Keep up with all of the latest information by following us on Facebook (http://www.facebook.com/destinythegame) and on Twitter (@DestinytheGame and @Bungie).",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Destiny/Bungie-related sci-fi action material is prominent. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/LeDaevD7cEo/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=LeDaevD7cEo,https://zbutcher.myportfolio.com/game-montages,Destiny 2,LeDaevD7cEo,https://www.youtube.com/embed/LeDaevD7cEo,HTTP 200
GAME MONTAGE/VIDOCS,18,Assassin's Creed III: Episode One | BTS | Ubisoft [NA],"Assassin’s Creed Origins is now available! Watch the Official Launch Trailer: http://ubi.li/8ytgx #AssassinsCreed Please SUBSCRIBE and visit our official channels for exclusive access and the latest information on all things Assassin’s Creed: #AssassinsCreed https://AssassinsCreed.com https://www.facebook.com/assassinscreed https://instagram.com/AssassinsCreed_US https://twitter.com/assassinscreed https://www.youtube.com/UbisoftNA Discover all our Assassin's Creed products and exclusive items on the Ubisoft Store: http://ubi.li/8fcmd The creators of Assassin's Creed III shed some light on what it takes to redesign one of gaming's most iconic franchises from the ground up. Part one in a four-part documentary series, Inside Assassin's Creed III: Episode One gives you a behind the scenes look at some of ACIII's key pillars through the eyes of its developers and outside experts. ABOUT ASS…",Assassin's Creed III: Episode One | BTS | Ubisoft [NA],"Assassin’s Creed Origins is now available! Watch the Official Launch Trailer: http://ubi.li/8ytgx #AssassinsCreed Please SUBSCRIBE and visit our official channels for exclusive access and the latest information on all things Assassin’s Creed: #AssassinsCreed https://AssassinsCreed.com https://www.facebook.com/assassinscreed https://instagram.com/AssassinsCreed_US https://twitter.com/assassinscreed https://www.youtube.com/UbisoftNA Discover all our Assassin's Creed products and exclusive items on the Ubisoft Store: http://ubi.li/8fcmd The creators of Assassin's Creed III shed some light on what it takes to redesign one of gaming's most iconic franchises from the ground up. Part one in a four-part documentary series, Inside Assassin's Creed III: Episode One gives you a behind the scenes look at some of ACIII's key pillars through the eyes of its developers and outside experts. ABOUT ASS…",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/UU8QvxZ8ndI/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=UU8QvxZ8ndI,https://zbutcher.myportfolio.com/game-montages,Assassin's Creed,UU8QvxZ8ndI,https://www.youtube.com/embed/UU8QvxZ8ndI,HTTP 200
GAME MONTAGE/VIDOCS,19,Assassin's Creed III: Episode Two | BTS | Ubisoft [NA],"Assassin’s Creed Origins is now available! Watch the Official Launch Trailer: http://ubi.li/8ytgx #AssassinsCreed Please SUBSCRIBE and visit our official channels for exclusive access and the latest information on all things Assassin’s Creed: #AssassinsCreed https://AssassinsCreed.com https://www.facebook.com/assassinscreed https://instagram.com/AssassinsCreed_US https://twitter.com/assassinscreed https://www.youtube.com/UbisoftNA Discover all our Assassin's Creed products and exclusive items on the Ubisoft Store: http://ubi.li/8fcmd The second episode in this four part series focuses on the combat, weapons and tactics of Assassin's Creed III. Discover the brutal realities of warfare during the American Revolution and find out why the guerrilla tactics used by the Americans would turn the tides of war. Finally, uncover the real world inspiration and gameplay innovation behind Connor's…",Assassin's Creed III: Episode Two | BTS | Ubisoft [NA],"Assassin’s Creed Origins is now available! Watch the Official Launch Trailer: http://ubi.li/8ytgx #AssassinsCreed Please SUBSCRIBE and visit our official channels for exclusive access and the latest information on all things Assassin’s Creed: #AssassinsCreed https://AssassinsCreed.com https://www.facebook.com/assassinscreed https://instagram.com/AssassinsCreed_US https://twitter.com/assassinscreed https://www.youtube.com/UbisoftNA Discover all our Assassin's Creed products and exclusive items on the Ubisoft Store: http://ubi.li/8fcmd The second episode in this four part series focuses on the combat, weapons and tactics of Assassin's Creed III. Discover the brutal realities of warfare during the American Revolution and find out why the guerrilla tactics used by the Americans would turn the tides of war. Finally, uncover the real world inspiration and gameplay innovation behind Connor's…",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/Pkrb7Sv2lSE/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=Pkrb7Sv2lSE,https://zbutcher.myportfolio.com/game-montages,Assassin's Creed,Pkrb7Sv2lSE,https://www.youtube.com/embed/Pkrb7Sv2lSE,HTTP 200
GAME MONTAGE/VIDOCS,20,Assassin's Creed III: Episode Three | BTS | Ubisoft [NA],"Assassin’s Creed Origins is now available! Watch the Official Launch Trailer: http://ubi.li/8ytgx #AssassinsCreed Please SUBSCRIBE and visit our official channels for exclusive access and the latest information on all things Assassin’s Creed: #AssassinsCreed https://AssassinsCreed.com https://www.facebook.com/assassinscreed https://instagram.com/AssassinsCreed_US https://twitter.com/assassinscreed https://www.youtube.com/UbisoftNA Discover all our Assassin's Creed products and exclusive items on the Ubisoft Store: http://ubi.li/8fcmd The creators of Assassin's Creed III shed some light on what it takes to redesign one of gaming's most iconic franchises from the ground up. Part three in a four-part documentary series, Inside Assassin's Creed III: Episode Three is all about Connor, the all-new hero of mixed British and Native American ancestry on a mission to save his homeland. Get a be…",Assassin's Creed III: Episode Three | BTS | Ubisoft [NA],"Assassin’s Creed Origins is now available! Watch the Official Launch Trailer: http://ubi.li/8ytgx #AssassinsCreed Please SUBSCRIBE and visit our official channels for exclusive access and the latest information on all things Assassin’s Creed: #AssassinsCreed https://AssassinsCreed.com https://www.facebook.com/assassinscreed https://instagram.com/AssassinsCreed_US https://twitter.com/assassinscreed https://www.youtube.com/UbisoftNA Discover all our Assassin's Creed products and exclusive items on the Ubisoft Store: http://ubi.li/8fcmd The creators of Assassin's Creed III shed some light on what it takes to redesign one of gaming's most iconic franchises from the ground up. Part three in a four-part documentary series, Inside Assassin's Creed III: Episode Three is all about Connor, the all-new hero of mixed British and Native American ancestry on a mission to save his homeland. Get a be…",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/WR11fWofGFE/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=WR11fWofGFE,https://zbutcher.myportfolio.com/game-montages,Assassin's Creed,WR11fWofGFE,https://www.youtube.com/embed/WR11fWofGFE,HTTP 200
GAME MONTAGE/VIDOCS,21,Inside Assassin's Creed III : Episode Four [UK],"More exclusive content on http://www.assassinscreed.com In the final segment of this four-part documentary series, Inside Assassin's Creed III: Episode Four: America, by Land and Sea, you'll explore a whole new world from the bustling city streets of Boston and New York, into the far reaches of the American frontier and vast open seas. Get a behind the scenes look at the all new triple environment gameplay, dynamic weather system, crowd and animal AI and more as you learn what makes this all new chapter in the Assassin's saga truly unforgettable. Be part of the revolution on http://assassinscreed.com/facebook",Inside Assassin's Creed III : Episode Four [UK],"More exclusive content on http://www.assassinscreed.com In the final segment of this four-part documentary series, Inside Assassin's Creed III: Episode Four: America, by Land and Sea, you'll explore a whole new world from the bustling city streets of Boston and New York, into the far reaches of the American frontier and vast open seas. Get a behind the scenes look at the all new triple environment gameplay, dynamic weather system, crowd and animal AI and more as you learn what makes this all new chapter in the Assassin's saga truly unforgettable. Be part of the revolution on http://assassinscreed.com/facebook",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/9U4a1H9jXxQ/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=9U4a1H9jXxQ,https://zbutcher.myportfolio.com/game-montages,Assassin's Creed,9U4a1H9jXxQ,https://www.youtube.com/embed/9U4a1H9jXxQ,HTTP 200
GAME MONTAGE/VIDOCS,22,"""Electronic Art's/Arnson Communications"" - Brand ID","This is &quot;&quot;Electronic Art&#x27;s/Arnson Communications&quot; - Brand ID&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Electronic Art's/Arnson Communications"" - Brand ID","This is &quot;&quot;Electronic Art&#x27;s/Arnson Communications&quot; - Brand ID&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128195393-3859e1216e2c0af3b94cc1d3d87f1ed7fcb149401d3c69863a70f2dd40bec395-d_295x166?region=us,Vimeo,https://vimeo.com/20116815,https://zbutcher.myportfolio.com/game-montages,zbutcher,20116815,https://player.vimeo.com/video/20116815?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
GAME MONTAGE/VIDOCS,23,"""JET 2 THE LIGHT: Electronic Art's E3"" - Video Wall Installation","This is &quot;&quot;JET 2 THE LIGHT: Electronic Art&#x27;s E3&quot; - Video Wall Installation&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""JET 2 THE LIGHT: Electronic Art's E3"" - Video Wall Installation","This is &quot;&quot;JET 2 THE LIGHT: Electronic Art&#x27;s E3&quot; - Video Wall Installation&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128230116-1e793a18c0b0c3cd4750047223cf664666532ba376de9ecaa42b069327abbc9e-d_295x166?region=us,Vimeo,https://vimeo.com/20118976,https://zbutcher.myportfolio.com/game-montages,zbutcher,20118976,https://player.vimeo.com/video/20118976?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
